status,ipAddress,host,request,userAgent,countryCode,sizeBytes,durationSecs,timestamp
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /apple-touch-icon.png HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Safari",IN,1630,5.421,2026-09-18T08:04:53.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /apple-touch-icon-precomposed.png HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Safari",IN,1630,4.838,2026-09-18T08:04:53.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /assets/index-DW28L3eD.js HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,141894,15.263,2026-09-18T08:04:51.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /assets/index-B85RaMaB.css HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,9051,19.986,2026-09-18T08:04:51.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET / HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,814,18.843,2026-09-18T08:04:50.000000Z
200,193.203.184.115,operations.octagramai.com,"GET /?nocache=1789717973.0336 HTTP/1.1",GuzzleHttp/7,IN,772,726.244,2026-09-18T07:52:54.000000Z
200,122.171.17.132,operations.octagramai.com,"POST /api/auth/login HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,0,60982.98,2026-09-18T07:41:13.000000Z
200,122.171.17.132,operations.octagramai.com,"POST /api/auth/login HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,0,60922.748,2026-09-18T07:40:12.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"POST /api/auth/login HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,0,60925.829,2026-09-18T07:28:20.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"POST /api/auth/login HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,0,60957.92,2026-09-18T07:27:20.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /favicon.ico HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Safari",IN,814,5.51,2026-09-18T07:25:47.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /assets/index-DW28L3eD.js HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,141892,6.421,2026-09-18T07:25:47.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /assets/index-B85RaMaB.css HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,9051,5.444,2026-09-18T07:25:47.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET / HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,814,7.302,2026-09-18T07:25:47.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /favicon.ico HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Safari",IN,814,2.459,2026-09-18T07:25:44.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /assets/index-DW28L3eD.js HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,141892,6.958,2026-09-18T07:25:44.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /apple-touch-icon.png HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Safari",IN,1630,5.239,2026-09-18T07:25:44.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /apple-touch-icon-precomposed.png HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Safari",IN,1630,3.2,2026-09-18T07:25:44.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /assets/index-B85RaMaB.css HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,9051,3.255,2026-09-18T07:25:44.000000Z
304,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET / HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,0,2.75,2026-09-18T07:25:44.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /apple-touch-icon.png HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Safari",IN,1630,18.189,2026-09-18T07:25:02.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /favicon.ico HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Safari",IN,814,6.207,2026-09-18T07:25:02.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /apple-touch-icon-precomposed.png HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Safari",IN,1630,3.627,2026-09-18T07:25:02.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /assets/index-DW28L3eD.js HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,141892,13.203,2026-09-18T07:25:01.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /assets/index-B85RaMaB.css HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,9051,9.202,2026-09-18T07:25:01.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET / HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,814,3.607,2026-09-18T07:25:01.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"POST /api/auth/login HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,0,60998.063,2026-09-18T07:24:08.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"POST /api/auth/login HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,0,60924.463,2026-09-18T07:23:08.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /apple-touch-icon.png HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Safari",IN,1630,6.205,2026-09-18T07:23:06.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /apple-touch-icon-precomposed.png HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Safari",IN,1630,10.351,2026-09-18T07:23:06.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /favicon.ico HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Safari",IN,814,5.466,2026-09-18T07:23:06.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /favicon.ico HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,814,13.012,2026-09-18T07:23:06.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /api/health HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,121,5.274,2026-09-18T07:23:05.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"POST /api/auth/login HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,0,10993.729,2026-09-18T07:22:04.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /favicon.ico HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Safari",IN,814,3.111,2026-09-18T07:22:03.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /assets/index-B85RaMaB.css HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,9051,2.553,2026-09-18T07:22:03.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /apple-touch-icon.png HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Safari",IN,1630,14.566,2026-09-18T07:22:03.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /apple-touch-icon-precomposed.png HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Safari",IN,1630,6.381,2026-09-18T07:22:03.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /assets/index-DW28L3eD.js HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,141892,5.845,2026-09-18T07:22:03.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET / HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,814,3.146,2026-09-18T07:22:03.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /favicon.ico HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Safari",IN,814,10.027,2026-09-18T07:21:59.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET / HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,814,9.879,2026-09-18T07:21:59.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /assets/index-DW28L3eD.js HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,141892,9.307,2026-09-18T07:21:59.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /assets/index-B85RaMaB.css HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,9051,9.04,2026-09-18T07:21:59.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /apple-touch-icon.png HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Safari",IN,1630,4.878,2026-09-18T07:21:49.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /assets/index-DW28L3eD.js HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,141892,13.954,2026-09-18T07:21:49.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /assets/index-B85RaMaB.css HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,9051,13.905,2026-09-18T07:21:49.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /favicon.ico HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Safari",IN,814,3.537,2026-09-18T07:21:49.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /apple-touch-icon-precomposed.png HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Safari",IN,1630,5.696,2026-09-18T07:21:49.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET / HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,814,8.269,2026-09-18T07:21:49.000000Z
200,66.249.82.39,operations.octagramai.com,"GET /assets/index-B85RaMaB.css HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36 Chrome-Lighthouse",US,9051,9.812,2026-09-18T07:20:35.000000Z
200,66.249.82.40,operations.octagramai.com,"GET / HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36 Chrome-Lighthouse",US,814,23.585,2026-09-18T07:20:34.000000Z
200,66.249.82.40,operations.octagramai.com,"GET /assets/index-B85RaMaB.css HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36 Chrome-Lighthouse",US,9051,10.456,2026-09-18T07:20:30.000000Z
200,66.249.82.41,operations.octagramai.com,"GET /assets/index-DW28L3eD.js HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36 Chrome-Lighthouse",US,141893,106.881,2026-09-18T07:20:30.000000Z
200,66.249.82.40,operations.octagramai.com,"GET / HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36 Chrome-Lighthouse",US,814,791.182,2026-09-18T07:20:29.000000Z
301,66.249.82.40,operations.octagramai.com,"GET / HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36 Chrome-Lighthouse",US,795,3.765,2026-09-18T07:20:27.000000Z
200,193.203.184.115,operations.octagramai.com,"GET /?nocache=1789715890.3402 HTTP/1.1",GuzzleHttp/7,IN,772,616.819,2026-09-18T07:18:12.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"POST /api/auth/login HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,0,60938.619,2026-09-18T07:06:23.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"POST /api/auth/login HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,0,60971.906,2026-09-18T07:05:23.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /favicon.ico HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Safari",IN,814,2.581,2026-09-18T07:04:17.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /apple-touch-icon-precomposed.png HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Safari",IN,1630,4.762,2026-09-18T07:04:17.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /apple-touch-icon.png HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Safari",IN,1630,3.114,2026-09-18T07:04:17.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /assets/index-DW28L3eD.js HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,141892,7.429,2026-09-18T07:04:16.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /assets/index-B85RaMaB.css HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,9051,4.617,2026-09-18T07:04:16.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET / HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,814,28.569,2026-09-18T07:04:16.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"POST /api/auth/login HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,0,60986.044,2026-09-18T07:04:01.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"POST /api/auth/login HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,0,60922.213,2026-09-18T07:03:01.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET / HTTP/1.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Mobile/15E148 Safari/604.1",IN,814,16.966,2026-09-18T07:02:22.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET / HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko)",IN,814,24.884,2026-09-18T07:02:22.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /apple-touch-icon.png HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Safari",IN,1630,3.733,2026-09-18T07:02:22.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /apple-touch-icon-precomposed.png HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Safari",IN,1630,5.5,2026-09-18T07:02:22.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /api/auth/me HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,0,25928.675,2026-09-18T07:01:57.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /api/notifications HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,0,25622.687,2026-09-18T07:01:57.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET / HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,814,6.661,2026-09-18T07:01:57.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /assets/index-DW28L3eD.js HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,141892,6.573,2026-09-18T07:01:57.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /assets/index-B85RaMaB.css HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,9051,5.959,2026-09-18T07:01:57.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /apple-touch-icon.png HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Safari",IN,1630,9.553,2026-09-18T07:01:32.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /favicon.ico HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Safari",IN,814,9.155,2026-09-18T07:01:32.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET / HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,814,7.642,2026-09-18T07:01:31.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /apple-touch-icon-precomposed.png HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Safari",IN,1630,5.337,2026-09-18T07:01:31.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /assets/index-B85RaMaB.css HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,9051,8.11,2026-09-18T07:01:31.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /assets/index-DW28L3eD.js HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,141893,8.122,2026-09-18T07:01:31.000000Z
503,216.245.140.84,www.operations.octagramai.com,"GET / HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.7727.102 Safari/537.36",GB,807,282.928,2026-09-18T06:54:49.000000Z
503,35.89.241.167,www.operations.octagramai.com,"GET /favicon.ico HTTP/1.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",US,807,260.14,2026-09-18T06:54:40.000000Z
503,35.89.241.167,www.operations.octagramai.com,"GET / HTTP/1.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",US,807,296.262,2026-09-18T06:54:39.000000Z
503,35.89.241.167,www.operations.octagramai.com,"GET /favicon.ico HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 14_7_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.8010.47 Safari/537.36",US,807,324.866,2026-09-18T06:54:30.000000Z
503,35.89.241.167,www.operations.octagramai.com,"GET / HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 14_7_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.8010.47 Safari/537.36",US,807,683.795,2026-09-18T06:54:29.000000Z
